unit	type	ident	Latitude	Longitude	y_proj	x_proj	comment	altitude	original order
Rino_UNIT	pine	CP77	31.51017501	-109.006402	3487865.696	689318.6189	2015/05/10 21:56:50+00	1681.327637	765
Rino_UNIT	pine	CP78	31.51013796	-109.006383	3487861.621	689320.4928	2015/05/10 21:57:07+00	1681.28418	766
Rino_UNIT	pine	CP79	31.51014601	-109.006565	3487862.199	689303.1929	2015/05/10 21:58:18+00	1682.700684	767
Rino_UNIT	pine	CP80	31.51019596	-109.006602	3487867.673	689299.5813	2015/05/10 21:58:48+00	1683.769653	768
Rino_UNIT	pine	CP81 2T	31.51030099	-109.006701	3487879.146	689289.9594	2015/05/10 21:59:51+00	1685.744019	769
Rino_UNIT	pine	CP83	31.51032697	-109.006673	3487882.075	689292.5661	2015/05/10 22:00:20+00	1685.682495	770
Rino_UNIT	pine	CP84	31.50990302	-109.00699	3487834.525	689263.3198	2015/05/10 22:21:31+00	1677.194092	771
Rino_UNIT	pine	CP85	31.50982699	-109.007288	3487825.582	689235.1631	2015/05/10 22:23:34+00	1683.471558	772
Rino_UNIT	pine	CP86	31.50979397	-109.007309	3487821.885	689233.2394	2015/05/10 22:24:12+00	1683.901123	773
Rino_UNIT	pine	CP87	31.50972499	-109.007341	3487814.182	689230.3373	2015/05/10 22:24:37+00	1683.825195	774
Rino_UNIT	pine	CP88	31.50976597	-109.007545	3487818.373	689210.8772	2015/05/10 22:25:33+00	1686.451538	775
Rino_UNIT	pine	CP89	31.50980403	-109.007536	3487822.608	689211.6603	2015/05/10 22:26:12+00	1689.017578	776
Rino_UNIT	pine	CP90	31.50979397	-109.007558	3487821.455	689209.5867	2015/05/10 22:26:27+00	1689.494141	777
Rino_UNIT	pine	CP91	31.50979003	-109.007599	3487820.947	689205.7017	2015/05/10 22:26:46+00	1690.025391	778
Rino_UNIT	pine	CP92	31.50969003	-109.007586	3487809.884	689207.1372	2015/05/10 22:28:19+00	1687.460083	779
Rino_UNIT	pine	CP93	31.50969598	-109.007705	3487810.338	689195.8203	2015/05/10 22:29:05+00	1689.825317	780
Rino_UNIT	pine	CP94	31.50964703	-109.007729	3487804.869	689193.6421	2015/05/10 22:29:50+00	1690.773804	781
Rino_UNIT	pine	CP95	31.50963396	-109.007817	3487803.268	689185.3092	2015/05/10 22:30:14+00	1691.230591	782
Rino_UNIT	pine	CP96	31.50965097	-109.007845	3487805.106	689182.6158	2015/05/10 22:30:30+00	1692.198486	783
Rino_UNIT	pine	CP97	31.50954503	-109.007894	3487793.275	689178.1721	2015/05/10 22:30:57+00	1692.653442	784
Rino_UNIT	pine	CP98	31.50954997	-109.007884	3487793.841	689179.1174	2015/05/10 22:31:33+00	1691.357178	785
Rino_UNIT	pine	CP99	31.50953396	-109.007842	3487792.139	689183.1383	2015/05/10 22:31:51+00	1690.763306	786
Rino_UNIT	pine	P122	31.50803301	-109.01022	3487621.633	688960.2923	2015/05/11 15:51:58+00	1631.221558	809
Rino_UNIT	pine	P123	31.50801701	-109.010201	3487619.891	688962.1318	2015/05/11 15:52:13+00	1647.633667	810
Rino_UNIT	pine	P124	31.50797702	-109.010203	3487615.455	688962.0212	2015/05/11 15:52:30+00	1665.600342	811
Rino_UNIT	pine	P125	31.50787602	-109.010433	3487603.861	688940.3786	2015/05/11 15:53:21+00	1688.098389	812
Rino_UNIT	pine	P126	31.50773403	-109.010476	3487588.045	688936.5802	2015/05/11 15:54:04+00	1689.855225	813
Rino_UNIT	pine	P127	31.50772003	-109.010449	3487586.54	688939.1719	2015/05/11 15:54:29+00	1689.851685	814
Rino_UNIT	pine	P128 2T	31.50758903	-109.010558	3487571.828	688929.0858	2015/05/11 15:55:13+00	1689.066772	815
Rino_UNIT	pine	P129	31.50759498	-109.010481	3487572.62	688936.3824	2015/05/11 15:56:00+00	1689.003418	816
Rino_UNIT	pine	P130	31.50757201	-109.010489	3487570.06	688935.6723	2015/05/11 15:56:19+00	1688.629395	817
Rino_UNIT	pine	P131	31.507541	-109.010508	3487566.589	688933.9275	2015/05/11 15:56:47+00	1688.615356	818
Rino_UNIT	pine	P132	31.50749599	-109.01052	3487561.579	688932.8796	2015/05/11 15:57:16+00	1688.619141	819
Rino_UNIT	pine	P133	31.50744402	-109.010628	3487555.631	688922.7299	2015/05/11 15:57:57+00	1686.956543	820
Rino_UNIT	pine	P134	31.50743396	-109.010633	3487554.507	688922.2725	2015/05/11 15:58:07+00	1686.957642	821
Rino_UNIT	pine	P135	31.50740596	-109.010629	3487551.411	688922.711	2015/05/11 15:58:29+00	1686.96814	822
Rino_UNIT	pine	P136 2T	31.50736104	-109.010686	3487546.332	688917.3877	2015/05/11 15:59:07+00	1688.334351	823
Rino_UNIT	pine	P137	31.50736498	-109.010647	3487546.835	688921.0818	2015/05/11 15:59:29+00	1688.284058	824
Rino_UNIT	pine	P138	31.50734302	-109.010608	3487544.468	688924.828	2015/05/11 15:59:57+00	1688.287354	825
Rino_UNIT	pine	P139	31.50727504	-109.010657	3487536.847	688920.3154	2015/05/11 16:00:42+00	1688.295166	826
Rino_UNIT	pine	P140	31.50726004	-109.010658	3487535.182	688920.25	2015/05/11 16:00:58+00	1688.309692	827
Rino_UNIT	pine	P141	31.50725199	-109.010637	3487534.326	688922.2566	2015/05/11 16:01:14+00	1688.324097	828
Rino_UNIT	pine	P142 3T	31.50722601	-109.010619	3487531.477	688924.0206	2015/05/11 16:01:30+00	1688.342407	829
Rino_UNIT	pine	P143 2T	31.507197	-109.010652	3487528.205	688920.9421	2015/05/11 16:02:14+00	1688.373413	830
Rino_UNIT	pine	P144	31.50719801	-109.01067	3487528.285	688919.2284	2015/05/11 16:02:50+00	1688.402222	831
Rino_UNIT	pine	P145	31.50717898	-109.010563	3487526.36	688929.4334	2015/05/11 16:03:58+00	1688.025269	833
Rino_UNIT	pine	P146	31.507182	-109.010627	3487526.584	688923.3448	2015/05/11 16:03:19+00	1689.108154	832
Rino_UNIT	pine	P147	31.50715501	-109.010551	3487523.723	688930.6201	2015/05/11 16:04:17+00	1687.836426	834
Rino_UNIT	pine	P148	31.50710799	-109.010597	3487518.431	688926.344	2015/05/11 16:04:45+00	1687.857544	835
Rino_UNIT	pine	P149	31.50696902	-109.010667	3487502.903	688919.9759	2015/05/11 16:06:22+00	1688.380737	836
Rino_UNIT	pine	P150	31.506966	-109.010671	3487502.561	688919.5998	2015/05/11 16:07:13+00	1688.488281	837
Rino_UNIT	pine	P151	31.50689903	-109.010791	3487494.93	688908.3418	2015/05/11 16:07:42+00	1688.551025	838
Rino_UNIT	pine	P152	31.50688402	-109.010802	3487493.248	688907.329	2015/05/11 16:08:01+00	1689.666138	839
Rino_UNIT	pine	P153	31.50690699	-109.010742	3487495.897	688912.9752	2015/05/11 16:08:29+00	1688.383545	840
Rino_UNIT	pine	P154	31.50691898	-109.010691	3487497.314	688917.7996	2015/05/11 16:08:49+00	1688.378906	841
Rino_UNIT	pine	P155 3T	31.50687397	-109.010683	3487492.338	688918.6465	2015/05/11 16:09:16+00	1688.385864	842
Rino_UNIT	pine	P156	31.50681504	-109.010703	3487485.771	688916.8703	2015/05/11 16:09:51+00	1688.406738	843
Rino_UNIT	pine	P157 2T	31.50666802	-109.010542	3487469.749	688932.4601	2015/05/11 16:11:21+00	1686.779419	844
Rino_UNIT	pine	P158	31.50660901	-109.010606	3487463.097	688926.4963	2015/05/11 16:14:26+00	1688.148438	845
Rino_UNIT	pine	P159	31.50654397	-109.010478	3487456.106	688938.7843	2015/05/11 16:15:52+00	1687.733398	846
Rino_UNIT	pine	P160	31.50650499	-109.010581	3487451.608	688929.0781	2015/05/11 16:16:29+00	1687.731079	847
Rino_UNIT	pine	P161	31.50641296	-109.010526	3487441.499	688934.4861	2015/05/11 16:17:07+00	1687.558228	848
Rino_UNIT	pine	P162	31.50638999	-109.010523	3487438.958	688934.8189	2015/05/11 16:17:45+00	1687.611206	849
Rino_UNIT	pine	P163	31.50634197	-109.010462	3487433.739	688940.7115	2015/05/11 16:18:10+00	1688.518677	850
Rino_UNIT	pine	P164	31.506305	-109.010446	3487429.668	688942.3066	2015/05/11 16:18:33+00	1688.523926	851
Rino_UNIT	pine	P165	31.50629	-109.010386	3487428.109	688948.0372	2015/05/11 16:19:01+00	1688.504395	852
Rino_UNIT	pine	P166	31.50630902	-109.01039	3487430.211	688947.6167	2015/05/11 16:19:21+00	1688.501587	853
Rino_UNIT	pine	P166 3T	31.50622001	-109.010336	3487420.435	688952.9231	2015/05/11 16:20:00+00	1687.110352	854
Rino_UNIT	pine	P167	31.50624901	-109.010283	3487423.742	688957.9043	2015/05/11 16:20:29+00	1687.946167	855
Rino_UNIT	pine	P168	31.50617802	-109.010342	3487415.77	688952.4423	2015/05/11 16:24:53+00	1687.997437	856
Rino_UNIT	pine	P169	31.50611398	-109.010325	3487408.699	688954.1794	2015/05/11 16:25:18+00	1688.404907	857
Rino_UNIT	pine	P170 3T	31.50602496	-109.010352	3487398.784	688951.795	2015/05/11 16:25:52+00	1687.123291	858
Rino_UNIT	pine	P171	31.50596604	-109.010313	3487392.319	688955.6237	2015/05/11 16:26:26+00	1687.133423	859
Rino_UNIT	pine	P172	31.50594902	-109.01032	3487390.42	688954.9892	2015/05/11 16:26:58+00	1687.134033	860
Rino_UNIT	pine	P173	31.50592698	-109.010312	3487387.99	688955.7978	2015/05/11 16:27:12+00	1688.021729	861
Rino_UNIT	pine	P174	31.50580603	-109.010536	3487374.195	688934.7601	2015/05/11 16:28:36+00	1688.386597	862
Rino_UNIT	pine	P175	31.50569203	-109.01047	3487361.671	688941.2632	2015/05/11 16:29:22+00	1689.416016	863
Rino_UNIT	pine	P176	31.50538903	-109.010398	3487328.202	688948.712	2015/05/11 16:33:54+00	1689.577393	864
Rino_UNIT	pine	P177	31.50534301	-109.01054	3487322.856	688935.3098	2015/05/11 16:35:06+00	1689.99939	865
Rino_UNIT	pine	P178	31.50533002	-109.010598	3487321.315	688929.8265	2015/05/11 16:35:39+00	1689.967651	866
Rino_UNIT	pine	P179	31.50527403	-109.01069	3487314.949	688921.2054	2015/05/11 16:36:27+00	1689.908569	867
Rino_UNIT	pine	P180	31.50536296	-109.011204	3487323.923	688872.2062	2015/05/11 16:59:17+00	1691.135376	868
Rino_UNIT	pine	P181	31.50533798	-109.011204	3487321.154	688872.2564	2015/05/11 16:59:33+00	1691.113037	869
Rino_UNIT	pine	P182	31.50542901	-109.01138	3487330.942	688855.354	2015/05/11 17:01:02+00	1689.976562	870
Rino_UNIT	pine	P183	31.50540696	-109.011373	3487328.51	688856.0592	2015/05/11 17:01:37+00	1689.881104	871
Rino_UNIT	pine	P184	31.50535399	-109.011425	3487322.548	688851.2296	2015/05/11 17:02:27+00	1689.782959	872
Rino_UNIT	pine	P185	31.50538601	-109.011586	3487325.82	688835.871	2015/05/11 17:03:58+00	1689.690552	873
Rino_UNIT	pine	P1851	31.50530596	-109.011537	3487317.03	688840.6896	2015/05/11 17:04:26+00	1690.928467	874
Rino_UNIT	pine	P186	31.50540403	-109.011797	3487327.454	688815.7956	2015/05/11 17:05:44+00	1690.988525	875
Rino_UNIT	pine	P187 2T	31.50538903	-109.011848	3487325.703	688810.9772	2015/05/11 17:06:00+00	1691.737793	876
Rino_UNIT	pine	P188	31.50536397	-109.0119	3487322.835	688806.0914	2015/05/11 17:06:47+00	1692.144287	877
Rino_UNIT	pine	P189 2T	31.50547503	-109.012121	3487334.767	688784.8735	2015/05/11 17:10:11+00	1691.767456	878
Rino_UNIT	pine	P190	31.50549296	-109.012221	3487336.583	688775.3393	2015/05/11 17:11:02+00	1691.224976	879
Rino_UNIT	pine	P191	31.50553697	-109.012251	3487341.41	688772.4006	2015/05/11 17:11:43+00	1691.099731	880
Rino_UNIT	pine	P192	31.50561199	-109.012574	3487349.17	688741.5739	2015/05/11 17:14:10+00	1691.390869	883
Rino_UNIT	pine	P193	31.50558097	-109.012486	3487345.884	688749.9959	2015/05/11 17:12:46+00	1690.614746	881
Rino_UNIT	pine	P194	31.50556203	-109.012505	3487343.751	688748.2267	2015/05/11 17:13:12+00	1690.591675	882
Rino_UNIT	pine	P195	31.50572497	-109.012552	3487361.735	688743.4327	2015/05/11 17:15:57+00	1691.231934	884
Rino_UNIT	pine	P196	31.50575599	-109.012605	3487365.081	688738.3387	2015/05/11 17:16:19+00	1691.25769	885
Rino_UNIT	pine	P196 2T	31.50585498	-109.012652	3487375.975	688733.6732	2015/05/11 17:17:03+00	1692.236816	886
Rino_UNIT	pine	P197 2T	31.50600099	-109.012855	3487391.813	688714.097	2015/05/11 17:19:00+00	1692.960815	887
Rino_UNIT	pine	P198	31.50602899	-109.012911	3487394.82	688708.7224	2015/05/11 17:19:31+00	1693.477173	888
Rino_UNIT	pine	P199	31.50608003	-109.013031	3487400.273	688697.2269	2015/05/11 17:30:47+00	1694.572388	889
Rino_UNIT	pine	P200	31.50617299	-109.013032	3487410.577	688696.9445	2015/05/11 17:31:42+00	1696.8125	890
Rino_UNIT	pine	P201	31.50616201	-109.013051	3487409.326	688695.1593	2015/05/11 17:31:57+00	1697.326416	891
Rino_UNIT	pine	P202	31.50619101	-109.013033	3487412.573	688696.8128	2015/05/11 17:32:17+00	1698.346436	892
Rino_UNIT	pine	P203	31.50625002	-109.01304	3487419.102	688696.0254	2015/05/11 17:33:05+00	1700.861328	893
Rino_UNIT	pine	P204	31.50636401	-109.01304	3487431.74	688695.7963	2015/05/11 17:34:01+00	1703.423828	894
Rino_UNIT	pine	P205	31.50634004	-109.013371	3487428.513	688664.4046	2015/05/11 18:06:23+00	1697.011108	895
Rino_UNIT	pine	P206	31.50639402	-109.013558	3487434.175	688646.5341	2015/05/11 18:07:30+00	1697.351196	896
Rino_UNIT	pine	P207	31.50640299	-109.01373	3487434.873	688630.1792	2015/05/11 18:08:33+00	1697.400391	897
Rino_UNIT	pine	P208	31.50637298	-109.013848	3487431.343	688619.0297	2015/05/11 18:09:34+00	1697.576538	898
Rino_UNIT	pine	P209	31.50636996	-109.013889	3487430.938	688615.1426	2015/05/11 18:10:24+00	1699.065918	899
Rino_UNIT	pine	P210	31.50638999	-109.014028	3487432.92	688601.9023	2015/05/11 18:11:27+00	1699.377686	900
Rino_UNIT	pine	P211	31.50628304	-109.01412	3487420.904	688593.3755	2015/05/11 18:12:10+00	1698.263672	901
Rino_UNIT	pine	P212	31.50625899	-109.014225	3487418.057	688583.456	2015/05/11 18:12:54+00	1699.473633	902
Rino_UNIT	pine	P215 2T	31.50630098	-109.014256	3487422.659	688580.4259	2015/05/11 18:13:07+00	1699.626709	903
Rino_UNIT	pine	P216 2T	31.50625404	-109.01432	3487417.345	688574.4376	2015/05/11 18:13:48+00	1700.253052	904
Rino_UNIT	pine	P217	31.50611197	-109.014267	3487401.685	688579.7627	2015/05/11 18:15:08+00	1700.07373	905
Rino_UNIT	pine	P218	31.50609302	-109.014285	3487399.554	688578.089	2015/05/11 18:15:27+00	1700.041748	906
Rino_UNIT	pine	P219	31.50610702	-109.014306	3487401.07	688576.0625	2015/05/11 18:15:58+00	1699.983887	907
Rino_UNIT	pine	P220 2T	31.50603301	-109.014292	3487392.889	688577.5408	2015/05/11 18:16:53+00	1698.558105	908
Rino_UNIT	pine	P221 3T	31.50600703	-109.014281	3487390.027	688578.6439	2015/05/11 18:17:22+00	1698.532593	909
Rino_UNIT	pine	P222	31.50598498	-109.014276	3487387.592	688579.1579	2015/05/11 18:18:14+00	1698.498291	910
Rino_UNIT	pine	P223	31.50599697	-109.014399	3487388.709	688567.4543	2015/05/11 18:18:53+00	1699.356812	911
Rino_UNIT	pine	P224	31.505874	-109.014522	3487374.865	688556.0138	2015/05/11 18:20:27+00	1700.082642	912
Rino_UNIT	pine	P225	31.50585498	-109.01451	3487372.776	688557.1905	2015/05/11 18:20:48+00	1700.040039	913
Rino_UNIT	pine	P226	31.50581701	-109.014486	3487368.608	688559.5517	2015/05/11 18:22:25+00	1699.755249	914
Rino_UNIT	pine	P227 2	31.50578298	-109.014578	3487364.677	688550.8783	2015/05/11 18:23:05+00	1699.643433	915
Rino_UNIT	pine	P228	31.50576202	-109.014627	3487362.27	688546.2709	2015/05/11 18:23:37+00	1700.061523	916
Rino_UNIT	pine	P229 2	31.50572204	-109.014642	3487357.811	688544.9261	2015/05/11 18:23:59+00	1700.586914	917
Rino_UNIT	pine	P230 2T	31.50573403	-109.014589	3487359.231	688549.9337	2015/05/11 18:24:25+00	1700.561401	918
Rino_UNIT	pine	P231 2	31.50559103	-109.014596	3487343.366	688549.5521	2015/05/11 18:25:15+00	1699.119995	919
Rino_UNIT	pine	P232 2T	31.50557997	-109.014578	3487342.17	688551.2861	2015/05/11 18:25:43+00	1699.035522	920
Rino_UNIT	pine	P233	31.50555097	-109.014698	3487338.749	688539.9514	2015/05/11 18:27:10+00	1698.812378	922
Rino_UNIT	pine	P234	31.505442	-109.01467	3487326.717	688542.8293	2015/05/11 18:26:31+00	1698.884155	921
Rino_UNIT	pine	P235 2T	31.50543404	-109.014746	3487325.703	688535.6242	2015/05/11 18:27:34+00	1699.626953	923
Rino_UNIT	pine	P236	31.50538702	-109.014804	3487320.39	688530.2093	2015/05/11 18:28:07+00	1699.858154	924
Rino_UNIT	pine	P237	31.50539297	-109.014861	3487320.952	688524.7835	2015/05/11 18:28:21+00	1699.816528	925
Rino_UNIT	pine	P238	31.50534603	-109.014808	3487315.839	688529.9094	2015/05/11 18:28:37+00	1699.78833	926
Rino_UNIT	pine	P239	31.50514704	-109.014694	3487293.975	688541.1367	2015/05/11 18:29:25+00	1700.356079	927
Rino_UNIT	pine	P240	31.50489701	-109.014874	3487265.946	688524.5454	2015/05/11 18:31:19+00	1700.096069	928
Rino_UNIT	pine	P241	31.50489198	-109.015018	3487265.14	688510.8774	2015/05/11 18:32:09+00	1700.545654	929
Rino_UNIT	pine	P243 3T	31.50483498	-109.015062	3487258.746	688506.8121	2015/05/11 18:32:48+00	1700.397827	930
Rino_UNIT	pine	P244	31.50467799	-109.015102	3487241.272	688503.3296	2015/05/11 18:34:10+00	1701.111694	931
Rino_UNIT	pine	P245	31.50467204	-109.015113	3487240.593	688502.2906	2015/05/11 18:34:37+00	1700.967163	932
Rino_UNIT	pine	P246	31.50466198	-109.015134	3487239.442	688500.3204	2015/05/11 18:34:55+00	1700.896851	933
Rino_UNIT	pine	P247	31.50467799	-109.015169	3487241.157	688496.9603	2015/05/11 18:35:09+00	1700.845337	934
Rino_UNIT	pine	P248	31.50460297	-109.015173	3487232.833	688496.7367	2015/05/11 18:35:34+00	1699.721069	935
Rino_UNIT	pine	P249	31.50460901	-109.01531	3487233.266	688483.7074	2015/05/11 18:36:12+00	1699.782104	936
Rino_UNIT	pine	P250	31.50453399	-109.015359	3487224.865	688479.2004	2015/05/11 18:36:31+00	1701.01123	937
Rino_UNIT	pine	P251	31.50444598	-109.015495	3487214.874	688466.4634	2015/05/11 18:37:42+00	1701.55835	938
Rino_UNIT	pine	P252	31.50438697	-109.015591	3487208.167	688457.4658	2015/05/11 18:38:10+00	1701.940308	939
Rino_UNIT	pine	P253	31.504407	-109.015574	3487210.417	688459.0338	2015/05/11 18:38:30+00	1702.426392	940
Rino_UNIT	pine	P254	31.50439301	-109.015633	3487208.764	688453.4649	2015/05/11 18:38:46+00	1702.344604	941
Rino_UNIT	pine	P255	31.50441396	-109.015758	3487210.872	688441.5441	2015/05/11 18:39:16+00	1702.692505	942
Rino_UNIT	pine	P256	31.50418698	-109.01611	3487185.103	688408.5687	2015/05/11 18:41:57+00	1703.358398	945
Rino_UNIT	pine	P256 2T	31.50427599	-109.015781	3487195.537	688439.6395	2015/05/11 18:40:02+00	1703.018555	943
Rino_UNIT	pine	P257	31.50419603	-109.015971	3487186.345	688421.751	2015/05/11 18:41:29+00	1703.395752	944
Rino_UNIT	pine	P2571	31.50412797	-109.016255	3487178.312	688394.9135	2015/05/11 18:42:26+00	1703.893433	946
Rino_UNIT	pine	P258	31.50419704	-109.016272	3487185.939	688393.1587	2015/05/11 18:42:43+00	1704.331787	947
Rino_UNIT	pine	P259	31.50391197	-109.016588	3487153.792	688363.7152	2015/05/11 18:44:11+00	1702.355103	948
Rino_UNIT	pine	P260	31.50380099	-109.016882	3487140.984	688336.0083	2015/05/11 18:59:09+00	1705.404785	949
Rino_UNIT	pine	P261	31.50380803	-109.016838	3487141.84	688340.1741	2015/05/11 18:59:22+00	1705.226074	950
Rino_UNIT	pine	P262	31.503917	-109.017046	3487153.563	688320.2026	2015/05/11 19:01:25+00	1703.643066	951
Rino_UNIT	pine	P263 2	31.50393904	-109.017025	3487156.043	688322.1488	2015/05/11 19:01:41+00	1703.656616	952
Rino_UNIT	pine	P264 2T	31.50385103	-109.017084	3487146.184	688316.7203	2015/05/11 19:02:42+00	1704.919556	953
Rino_UNIT	pine	P265	31.50379504	-109.017065	3487140.009	688318.6399	2015/05/11 19:03:16+00	1704.904419	954
Rino_UNIT	pine	P266	31.50372497	-109.017017	3487132.323	688323.3425	2015/05/11 19:03:39+00	1704.888062	955
Rino_UNIT	pine	P267 4	31.50353604	-109.017142	3487111.163	688311.8426	2015/05/11 19:25:38+00	1706.827026	956
Rino_UNIT	pine	P268	31.50351098	-109.017176	3487108.326	688308.6684	2015/05/11 19:26:09+00	1706.772827	957
Rino_UNIT	pine	P269 4	31.50355197	-109.01723	3487112.777	688303.4588	2015/05/11 19:28:17+00	1708.772095	958
Rino_UNIT	pine	P270	31.50335801	-109.017297	3487091.159	688297.4785	2015/05/11 19:29:56+00	1707.710205	959
Rino_UNIT	pine	P271 2T	31.50325298	-109.017469	3487079.22	688281.3517	2015/05/11 19:31:09+00	1706.549072	960
Rino_UNIT	pine	P273	31.50320797	-109.017439	3487074.282	688284.2922	2015/05/11 19:32:04+00	1706.40918	961
Rino_UNIT	pine	P275	31.50316296	-109.017587	3487069.037	688270.3221	2015/05/11 19:33:27+00	1707.245239	962
Rino_UNIT	pine	P276	31.50311301	-109.017616	3487063.449	688267.6675	2015/05/11 19:34:03+00	1708.081421	963
Rino_UNIT	pine	P277	31.50311502	-109.017732	3487063.473	688256.6444	2015/05/11 19:34:32+00	1709.090332	964
Rino_UNIT	pine	P278	31.503084	-109.017883	3487059.775	688242.3675	2015/05/11 19:35:15+00	1709.418823	965
Rino_UNIT	pine	P279	31.50292399	-109.017878	3487042.045	688243.166	2015/05/11 19:36:02+00	1709.344604	966
Rino_UNIT	pine	P280	31.50289801	-109.017901	3487039.124	688241.0286	2015/05/11 19:36:15+00	1709.065552	967
Rino_UNIT	pine	P281	31.502882	-109.017921	3487037.315	688239.1658	2015/05/11 19:36:24+00	1709.058594	968
Rino_UNIT	pine	P282	31.50282903	-109.017928	3487031.43	688238.6033	2015/05/11 19:36:46+00	1708.422729	969
Rino_UNIT	pine	P283	31.50275803	-109.018022	3487023.398	688229.8205	2015/05/11 19:37:22+00	1708.413086	970
Rino_UNIT	pine	P284	31.50273196	-109.018057	3487020.448	688226.5447	2015/05/11 19:37:53+00	1708.393921	971
Rino_UNIT	pine	P285	31.50239903	-109.018052	3486983.547	688227.6898	2015/05/11 19:40:01+00	1709.114136	972
Rino_UNIT	pine	P286	31.50244002	-109.018062	3486988.073	688226.6523	2015/05/11 19:40:15+00	1709.070435	973
Rino_UNIT	pine	P287	31.50234598	-109.018036	3486977.692	688229.3169	2015/05/11 19:40:43+00	1708.982056	974
Rino_UNIT	pine	P288	31.50235101	-109.018019	3486978.279	688230.9151	2015/05/11 19:40:53+00	1709.583862	975
Rino_UNIT	pine	P289	31.50226903	-109.018	3486969.223	688232.8868	2015/05/11 19:41:30+00	1709.482422	976
Rino_UNIT	pine	P290 2T	31.50224699	-109.017995	3486966.788	688233.4087	2015/05/11 19:41:48+00	1709.449707	977
Rino_UNIT	pine	P291	31.50216904	-109.01799	3486958.154	688234.0347	2015/05/11 19:42:19+00	1710.415283	978
Rino_UNIT	pine	P293	31.50213199	-109.017965	3486954.09	688236.4896	2015/05/11 19:42:35+00	1710.409058	979
Rino_UNIT	pine	P294	31.50210902	-109.017972	3486951.532	688235.8668	2015/05/11 19:42:48+00	1710.881226	980
Rino_UNIT	pine	P295	31.50207499	-109.017921	3486947.847	688240.7838	2015/05/11 19:43:05+00	1710.867065	981
Rino_UNIT	pine	P296	31.50204901	-109.017891	3486945.018	688243.6862	2015/05/11 19:43:35+00	1710.839355	982
Rino_UNIT	pine	P297 2T	31.50195697	-109.017868	3486934.854	688246.0523	2015/05/11 19:44:14+00	1710.813232	983
Rino_UNIT	pine	P298 9	31.501889	-109.01778	3486927.469	688254.5485	2015/05/11 19:44:59+00	1711.331299	984
Rino_UNIT	pine	P299	31.50172496	-109.017744	3486909.345	688258.293	2015/05/11 19:46:29+00	1712.711914	985
Rino_UNIT	pine	P300 4T	31.50174298	-109.017733	3486911.362	688259.3078	2015/05/11 19:46:40+00	1713.160645	986
Rino_UNIT	pine	P301	31.50171298	-109.017713	3486908.07	688261.2629	2015/05/11 19:47:09+00	1713.099243	987
Rino_UNIT	pine	P302 2T	31.50166696	-109.017677	3486903.03	688264.7788	2015/05/11 19:47:26+00	1713.071533	988
Rino_UNIT	pine	P303 3T	31.50166503	-109.017645	3486902.871	688267.8161	2015/05/11 19:48:13+00	1713.004517	989
Rino_UNIT	pine	P304	31.501645	-109.017639	3486900.66	688268.4295	2015/05/11 19:48:30+00	1712.984863	990
Rino_UNIT	pine	P305 3T	31.50163201	-109.017624	3486899.246	688269.8807	2015/05/11 19:48:55+00	1712.966187	991
Rino_UNIT	pine	P305 3T1	31.50160803	-109.017583	3486896.659	688273.8222	2015/05/11 19:49:22+00	1712.953003	992
Rino_UNIT	pine	P306	31.50158901	-109.017577	3486894.56	688274.4336	2015/05/11 19:49:47+00	1712.933838	993
Rino_UNIT	pine	P307	31.49962798	-109.019121	3486674.5	688131.6971	2015/05/11 19:59:37+00	1718.771606	994
Rino_UNIT	pine	P308	31.49876498	-109.019972	3486577.364	688052.5869	2015/05/11 20:03:26+00	1722.302124	995
Rino_UNIT	pine	P309	31.49824899	-109.020728	3486518.862	687981.8097	2015/05/11 21:05:12+00	1718.469727	996
E_unit	plant - fern	Fern101	31.48372826	-109.0242118	3484903.071	687679.8893	18-MAY-15 3:18:48PM	1809.553467	472
B_unit	pool	L1 19m	31.47663575	-109.0226075	3484119.516	687846.4848	5/13/15 17:55	1739.37793	252
B_unit	pool	M1 2m	31.47674714	-109.02372	3484129.96	687740.5565	5/13/15 17:34	1748.029785	248
B_unit	pool	M1 3m	31.47606117	-109.0321226	3484039.557	686943.5592	5/12/15 13:27	1783.598389	192
B_unit	pool	M10 2M	31.49774565	-109.0207888	3486462.957	687977.0447	5/13/15 11:06	1716.787109	226
B_unit	pool	M10 3m	31.47329707	-109.0347769	3483728.599	686696.8535	5/12/15 16:53	1828.058838	219
B_unit	pool	M11 2m	31.47329288	-109.0347631	3483728.158	686698.1759	5/12/15 16:54	1827.337891	220
B_unit	pool	M11 4m	31.47792941	-109.0287385	3484252.45	687261.3753	5/13/15 16:40	1770.620361	236
B_unit	pool	M2 2m	31.47587769	-109.0324051	3484018.734	686917.0854	5/12/15 13:39	1790.567627	193
B_unit	pool	M3 3m	31.47581449	-109.0325207	3484011.531	686906.2207	5/12/15 13:42	1791.04834	194
B_unit	pool	M4 7m	31.4756559	-109.0327962	3483993.48	686880.3663	5/12/15 13:49	1794.412842	196
B_unit	pool	M4 m	31.47680347	-109.0244853	3484134.895	687667.7252	5/13/15 17:27	1752.355713	246
B_unit	pool	M5 4m	31.47532716	-109.0336123	3483955.645	686803.4739	5/12/15 14:06	1801.863037	197
B_unit	pool	M6 2m	31.47498552	-109.0337296	3483917.569	686793.0111	5/12/15 14:28	1808.592285	199
